4.1624608	21.4317
4.549499	21.455984
4.8240404	21.515249
5.139195	21.545801
5.2493114	21.568285
5.4436221	21.639885
5.2212238	21.658146
4.7611551	21.687191
5.3573217	21.700432
5.3048158	21.701492
4.9975433	21.702248
5.8334107	21.729832
5.9342728	21.733965
4.8742752	21.761442
5.2498488	21.781097
5.334723	21.785276
5.8499866	21.799196
6.145793	21.823769
5.2457137	21.85849
6.3576622	21.864138
5.9409585	21.877821
6.3921046	21.883095
5.9785318	21.905445
6.588861	21.914228
6.3047214	21.929712
6.020144	21.932528
5.6220779	21.933754
6.1545835	21.935749
7.0519276	21.939569
6.4398055	21.943987
5.7435818	21.951157
6.1962066	21.962759
5.6693459	21.966648
5.909337	21.972322
5.9416161	21.981726
7.9071746	21.995159
7.7545838	21.996391
8.1974583	22.032597
8.7737331	22.038551
8.5554705	22.057943
8.6839857	22.104462
9.2806311	22.123625
9.8396397	22.150534
10.141133	22.162487
9.9512653	22.192795
10.187595	22.198498
