6.4146929	21.306524
7.7926798	21.384266
6.2357345	21.397387
8.8877573	21.399591
6.6568513	21.410082
6.708693	21.46719
7.1118326	21.517969
6.9834085	21.518438
11.093221	21.531593
9.7963696	21.559782
7.8376703	21.564983
6.5510507	21.571981
9.150507	21.572535
6.1249285	21.576277
6.9437876	21.584831
10.034614	21.584955
9.0253801	21.59919
7.0400615	21.630754
8.3519344	21.635265
10.912992	21.637533
7.0468383	21.637688
9.2355404	21.657095
8.1593342	21.669952
7.3795362	21.671066
9.0548716	21.677116
12.111468	21.682125
11.432979	21.699154
10.247304	21.715773
10.183563	21.716982
8.4462681	21.72768
7.8405924	21.73308
8.8620911	21.749119
8.6750202	21.754568
7.9207735	21.767857
8.398922	21.773085
11.140019	21.807531
8.6946182	21.810848
13.022513	21.812105
9.3857803	21.829418
12.358155	21.835251
8.0563383	21.838955
12.283774	21.842178
10.069293	21.845221
9.6223783	21.855936
8.2127428	21.868179
8.3453846	21.876942
11.73817	21.896864
9.2537737	21.903414
9.4705715	21.919437
10.75772	21.953022
10.108227	21.963566
9.4999599	21.970146
9.4299889	21.98118
9.2292299	21.984297
12.494482	21.98605
9.418849	22.027197
8.0665779	22.033747
10.068603	22.038176
13.385455	22.041016
11.663122	22.06669
10.726849	22.06802
10.809884	22.072458
11.630141	22.075644
9.3003731	22.080343
11.448829	22.095312
8.4427223	22.111902
8.9007502	22.116638
8.8118067	22.122101
12.625326	22.124355
12.123864	22.142588
10.314677	22.144287
8.9809713	22.16124
10.759657	22.17535
10.167484	22.177179
11.30042	22.178297
9.4677162	22.189064
9.5234213	22.194492
13.441024	22.221445
11.509949	22.224731
10.711719	22.228291
12.381152	22.236248
13.725269	22.244633
10.871085	22.246714
9.3580475	22.256092
11.089512	22.260357
10.869354	22.286522
11.158884	22.335794
9.7081337	22.346214
9.6076536	22.361963
8.6204071	22.446356
9.889472	22.448351
8.6739769	22.449419
12.121868	22.46426
9.7011166	22.46467
8.4669151	22.466709
12.64535	22.476175
10.929552	22.486656
9.8042946	22.497997
10.901784	22.513908
10.559106	22.521906
11.751934	22.522547
10.797785	22.532955
13.489713	22.542925
10.522318	22.542999
13.890509	22.570847
12.043152	22.571724
14.19137	22.575155
10.502329	22.610832
10.729727	22.639931
10.933801	22.643084
10.011328	22.645527
11.316148	22.652164
14.612809	22.669003
12.290651	22.688658
9.0026655	22.689831
13.163925	22.72451
9.0112562	22.735928
13.49051	22.7798
10.129111	22.791344
12.363394	22.79355
8.3406019	22.797356
12.281786	22.813141
6.9365058	22.842049
10.731072	22.852753
8.6045933	22.905592
9.6383171	22.916336
7.2665033	22.920593
7.3277593	22.926729
10.506094	22.930952
6.4216409	22.94042
7.4022808	22.943607
7.5907803	22.953394
6.6204033	22.991726
10.474043	22.994453
11.656015	22.997066
13.840498	23.010242
9.2847824	23.010738
7.5503688	23.017118
13.61414	23.040468
12.41226	23.040487
13.556372	23.052729
12.65906	23.055847
13.191866	23.061945
14.077019	23.111473
10.866798	23.112135
7.1916523	23.117395
15.007792	23.123671
12.446271	23.141951
7.745193	23.199795
13.644521	23.201885
12.980437	23.208349
12.867451	23.232061
18.997103	23.250925
13.313804	23.264452
10.81809	23.292612
11.698203	23.296066
16.471798	23.301203
13.804406	23.305994
14.678121	23.30895
12.546331	23.309183
7.219655	23.326088
11.108468	23.371914
16.39942	23.390308
6.7649064	23.416849
13.031048	23.43745
15.030954	23.485334
5.4481139	23.514389
13.463075	23.515278
13.359366	23.537144
